GroundTruth,Prediction,CER,WER
صعبة ، مما يتطلب منها العمل على تجاوز هذه الظروف من خلال تدبير شؤون الحياة,صعبة، مما يتطلب منها العمل على تجاوز هذه الظروفا من خلال تدبير شؤون الحياة,0.02702702702702703,0.2
ولم تكن عندهم عادة تدوين الحوادث وتسجيل ما يقع لهم في كتب وسجلات، بل كانوا,ولم تكن عندهم عادة تدوين الحوادث وتسجيل ما يقع لهم في كتب وسجلات ، يل كانوا,0.02702702702702703,0.2
العضوية والسلطان، فكان في الدرجة السفلى منها صبي التمرين الذي يبلغ العاشرة,العضوية والسلطان، فكان في الدرجة السغلى مها صبي التمرين الذي يبلغ العاشرة,0.02702702702702703,0.16666666666666666
وتمتاز بوجود مرتفعات جبلية. تزداد سرعة الرياح كلما اقتربنا في هذه المقاطعة,وتمتاز بوجود مرتفعات جبلية . تزداد سرعة الرياح كلما اقتربنا في هذه المقاطقة,0.02702702702702703,0.25
الزراعة بدون تربة فهو يشمل جميع الأنظمة السابقة بالإضافىة إلى نظم الذراعية,الزراعة بدون تربة فهو يسمل جميع الأنظمة السابقة بالإضافية إلى نظم الذراعية,0.02702702702702703,0.16666666666666666
إستهلاك الإنسان للطاقة والتي تاتي مباشرةً من حرت الوقود الإحفوري في البيدت,إستهلاك الإنسان للطاقة والتي تاتي مباشرةً من حرق الوقود الإحفوري في البيوت,0.02702702702702703,0.16666666666666666
أن # استخدام البترول في توليد الطاقة.,أن # استخدام البترول في توليد الطاقة,0.02702702702702703,0.14285714285714285
يجب أن تلعبه الدول في التقليل من هذه الظاهرة  ؟ وماذا تستطيع فعله  الكوارث,يجب أن تلعبه الدول في التقليل من هذه الظاهرة ؟ وماذا تستطيع فعله الكوارث,0.02702702702702703,0.125
عدم توفر الماء والغذاء الفيضانات و الأمطار الشديدة في اثيوبيا عام 2006 أدت,عدم توفر الماء والغذاء الفيضانات والأمطار الشديدة في اثيوبيا عام 200 أدت,0.02702702702702703,0.23076923076923078
فقد رأيت صاحب سفط قد اعتقد مائه جريب في أرض العرب ولربما رأيته يبيع الفلفل,فقد رأيت صاحب سفط قد امتقد مائه جريب في أرض العرب ولربما رأيته يببيع الفلفل,0.02702702702702703,0.13333333333333333
عكس الأشعة الشمسيه الحراريه وإمتصاصها. إذ تقوم السطوح البيضاء وفاتحة اللون,عكس الأشعة الشمسيه الحراريه وإمتصاصها. إذ تقوم السلوح البيضاء وفانحة اللون,0.02702702702702703,0.18181818181818182
منهم يحيى البكاء وهيثم البكاء . وكان صفوان بن محرز يسمى البكاء . وإذا كان,منهم يحيى البكاء وهيثم البكاء . وكان صفوان بن محرز يسمى البكاء . وإذاكا,0.0273972602739726,0.13333333333333333
وكان هذا النجاح الثفاهي الذي حمل بلومز بيري على اتخاذ الخطوة غير المسبوقة,ومكان هذا النجاح الشفاهي الذي حمل بلومز بيري على اتخاذ الخطوة غير المسبوقة,0.0273972602739726,0.15384615384615385
في ذلك متفاوتون. بمدى سبقهم وارتقائهم في سلم الفضائل كما أن كل إنسان عاقل,في ذلك متفاوتول بمدى سبقهم وارتقائهم في سلم الفضائل كما أن كل إنسان عاقل,0.0273972602739726,0.07142857142857142
وبطريقة القوالب الجبسية وبطرق أخرى  وقد تمكن بهذا الأسلوب الجديد من الظفر,وتطريقة القوالب الجبسية وبطرق أخرى . وقد تمكن بهذا الأسلوب الجديد من الظفر,0.0273972602739726,0.15384615384615385
فان ربط اللون بالمنطقة الجغرافية غير دقيق خصوصاَ في سلالات النحل القياسية,فان ربط اللون بالمنطقة الجغرافية غير دقيق خصوصاً في سلالات النخل القياسية,0.0273972602739726,0.16666666666666666
الدفاع عنه من الخارج خندق عريض عميق : وكانت الأتربة الناتجة من حفره والتى,الدفاع عنه من الخارج خندق عريض عميق : وكانت الأتربة الناتجة من جفره والتي,0.0273972602739726,0.14285714285714285
بالبيئة ينتبهون للخطر الجديد الذي يمكن أن يحصد أرواح الالاف من البشر خلال,بالبيئة ينتبهون للخطر الجديد الذي يمكن أن يعصد أرواح الالاف من البشى خلال,0.0273972602739726,0.15384615384615385
السائل ، مثل بنزين السيارات والطائرات..أما الفحم الحجري فيوجد منه احتياطي,السائل، مثل بنزين السيارات والطائرات.. أما الفحم الحجري فيوجد منه احتياطي,0.0273972602739726,0.36363636363636365
الجوي نتيبة لزيادة إنبعاث غاز ثنائي أوكسيد الكربون بسبب مرق الفحم الحجري.,الجوي نتيمة لزيادة إنبعاث غاز ثنائي أوكسيد الكربون بسبب مرق الفحم الججري.,0.0273972602739726,0.16666666666666666
تؤدي عملية الإمتصاص الزائد للطاقة الحرارية الشمسية الى رفع الطاقه الحركية,تؤدي عملية الإمتعاص الزائد للطاقة الحرارية الشميية الى رفع الطاقه الحركية,0.0273972602739726,0.18181818181818182
وقد اشتهرت ديار بني سليمبوجود المعادن فيها، وفي جملتها معدن الذهب، ويستغل,وقد اشتهرت ديلربني سليمبوجود المعادن فيها، وفي جملتها معدن الذهب، ويستغل,0.0273972602739726,0.16666666666666666
في الصغر وتغزو مختلف الكواكب بقياسات مختلفة حسب قوة الرياح الشمسية وربما,في الصغر وتغزو مختكف الكواكب بقياسات مختلفة حب قوة الرياح الشمسية وربما,0.027777777777777776,0.16666666666666666
المكان كان منجماً للذهب قبل الإسلام.,المكان كان منجماً للذهب قبل الإملام.,0.027777777777777776,0.16666666666666666
معدلات الدفء بها. بدات العصور الجليدية مباشرة بعد انتهاء العصر الطباشيري,معدلات الدف بها . بدات العصور الجليدية مباشرة بعد انتهاء العصر الطباشيري,0.027777777777777776,0.2727272727272727
